0,1
10,1
1013,1
1014,1
1019,1
102,1
1023,1
1024,1
1026,1
1027,1
1033,1
104,1
1040,1
1056,1
1059,1
1061,1
1070,1
1071,1
1077,1
1079,1
109,1
1093,1
1100,1
1105,1
1123,1
1131,1
1134,1
1136,1
1139,1
1154,1
1161,1
1168,1
1174,1
1179,1
1190,1
1194,1
1199,1
12,1
1202,1
1204,1
1220,1
1223,1
1226,1
1229,1
1230,1
1239,1
1245,1
1251,1
1273,1
1274,1
1279,1
1281,1
1285,1
1288,1
1289,1
129,1
13,1
1308,1
1314,1
1320,1
1324,1
1326,1
1336,1
1339,1
1344,1
1346,1
1370,1
138,1
1384,1
1389,1
139,1
1390,1
1393,1
14,1
1414,1
142,1
1422,1
1427,1
1430,1
1437,1
144,1
1440,1
1456,1
1464,1
1468,1
1473,1
148,1
160,1
171,1
176,1
180,1
181,1
191,1
201,1
205,1
208,1
215,1
218,1
229,1
230,1
237,1
239,1
245,1
248,1
252,1
254,1
262,1
265,1
267,1
27,1
281,1
294,1
298,1
306,1
308,1
311,1
333,1
334,1
338,1
34,1
342,1
346,1
349,1
35,1
356,1
376,1
379,1
383,1
384,1
387,1
396,1
401,1
41,1
416,1
421,1
425,1
434,1
441,1
446,1
454,1
463,1
469,1
47,1
470,1
471,1
478,1
48,1
481,1
484,1
497,1
513,1
516,1
518,1
523,1
531,1
532,1
536,1
539,1
55,1
550,1
551,1
553,1
558,1
560,1
562,1
57,1
576,1
578,1
579,1
580,1
582,1
583,1
593,1
596,1
605,1
619,1
620,1
623,1
624,1
641,1
643,1
645,1
649,1
653,1
660,1
663,1
667,1
668,1
677,1
683,1
685,1
7,1
700,1
708,1
709,1
710,1
713,1
725,1
727,1
732,1
739,1
745,1
751,1
759,1
763,1
764,1
765,1
769,1
779,1
783,1
787,1
791,1
802,1
805,1
809,1
81,1
810,1
814,1
817,1
821,1
833,1
836,1
842,1
846,1
855,1
873,1
879,1
880,1
887,1
889,1
890,1
891,1
895,1
901,1
906,1
908,1
917,1
918,1
920,1
921,1
928,1
930,1
96,1
965,1
972,1
977,1
982,1
984,1
991,1
998,1
1,2
100,2
1001,2
1002,2
1005,2
1006,2
101,2
1010,2
1011,2
1012,2
1016,2
1017,2
1018,2
1021,2
1022,2
1025,2
103,2
1032,2
1035,2
1036,2
1038,2
1039,2
1042,2
1043,2
1044,2
1046,2
1047,2
1049,2
105,2
1050,2
1051,2
1054,2
1055,2
1057,2
1058,2
1065,2
1066,2
1067,2
1068,2
107,2
1072,2
1073,2
1074,2
1075,2
1076,2
1078,2
1083,2
1084,2
1085,2
1087,2
1089,2
1090,2
1091,2
1096,2
1097,2
1098,2
1099,2
110,2
1102,2
1103,2
1104,2
1106,2
1109,2
1114,2
1115,2
1116,2
1117,2
1118,2
1119,2
112,2
1121,2
1122,2
1124,2
1125,2
1126,2
1130,2
1132,2
1135,2
1138,2
1140,2
1141,2
1142,2
1143,2
1144,2
1145,2
1146,2
1147,2
1148,2
1149,2
115,2
1151,2
1152,2
1155,2
1156,2
1158,2
1159,2
116,2
1160,2
1169,2
117,2
1170,2
1171,2
1172,2
1173,2
1175,2
1176,2
